packet,world,seed,dimension,rate,first,second,estimate,ci_lower,ci_upper,test_groups,test_trials,units,ci_scope,oracle_expected_gain_bits
N1,history_only,21101,64,0.15,HB,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N1,history_only,21101,64,0.15,HPBnoise,HPB,0.00026813753683483055,-0.0005511979859250121,0.0013899674734536747,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,history_only,21101,64,0.15,HPP,HPB,-0.001113997788612787,-0.002280952943188765,0.00010893246424027985,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21101,64,0.15,H,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,7.711284865235938e-18
N3,strong_history_null,21101,64,0.15,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21101,64,0.15,H,Hdup,0.001251216711489908,-0.0017857164094314253,0.0039034587161141106,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21101,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21101,64,0.15,Hdup,HP,-0.001251216711489908,-0.0039034587161141106,0.001785716409431424,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21101,64,0.15,H,HP,0.03038339808510505,0.02420733073877779,0.036223130585602135,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.04548170306329319
N3,strong_history_increment,21101,64,0.15,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21101,64,0.15,H,Hdup,0.0003727223909775988,-0.0031080714835781753,0.0034218860761057856,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21101,64,0.15,Hnoise,HP,0.03038339808510505,0.02420733073877779,0.036223130585602135,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21101,64,0.15,Hdup,HP,0.03001067569412745,0.02373703376013632,0.03597387460994222,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21101,64,0.15,H,HP,0.000122787567396844,-0.004402217949659729,0.0035267447010809898,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,7.711284865235938e-18
N3,history_copy,21101,64,0.15,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21101,64,0.15,H,Hdup,0.001251216711489908,-0.0017857164094314253,0.0039034587161141106,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21101,64,0.15,Hnoise,HP,0.000122787567396844,-0.004402217949659729,0.0035267447010809898,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21101,64,0.15,Hdup,HP,-0.001128429144093064,-0.0029120531345361474,0.0001707308089875228,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21101,64,0.15,H,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N3,near_deterministic,21101,64,0.15,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21101,64,0.15,H,Hdup,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21101,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21101,64,0.15,Hdup,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,trial_key,21101,400,0.15,HP,HPB,0.0790011814052274,0.058594205037486795,0.10164677920657048,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.08888211473693176
N1,trial_key,21101,400,0.15,HB,HPB,0.07798528581734791,0.05649287439050218,0.10111944934551959,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.11025730211479932
N1,trial_key,21101,400,0.15,HPBnoise,HPB,0.07799138145895416,0.05646779057396956,0.1017354674686083,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,trial_key,21101,400,0.15,HPP,HPB,0.0735986887608523,0.054631964248599,0.09669628488697726,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,group_key,21101,400,0.15,HP,HPB,0.08947006295959004,0.07759343851008649,0.10598670779176617,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0905012909336752
N1,group_key,21101,400,0.15,HB,HPB,0.09226130772180764,0.07950548250217847,0.11086905255481701,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.10864848524239541
N1,group_key,21101,400,0.15,HPBnoise,HPB,0.09136505010486902,0.07941320850081864,0.10930848963240099,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,group_key,21101,400,0.15,HPP,HPB,0.0900680384952078,0.07303661155734922,0.11361935230650382,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,additive_background,21101,400,0.15,HP,HPB,0.03946224188009261,0.02903455269821929,0.04781724300339069,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.07845750913346095
N1,additive_background,21101,400,0.15,HB,HPB,0.07533940435609983,0.06100927156392464,0.08877304299506965,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.10672328397963804
N1,additive_background,21101,400,0.15,HPBnoise,HPB,0.03946224188009261,0.02903455269821929,0.04781724300339069,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,additive_background,21101,400,0.15,HPP,HPB,0.03946224188009261,0.02903455269821929,0.04781724300339069,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,independent_background,21101,400,0.15,HP,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N1,independent_background,21101,400,0.15,HB,HPB,0.11341477126672722,0.09890076259879646,0.12511885645273965,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.10672328397963804
N1,independent_background,21101,400,0.15,HPBnoise,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,independent_background,21101,400,0.15,HPP,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,history_only,21101,400,0.15,HP,HPB,-0.0009991261818837447,-0.001922098005546042,-1.6632472631119184e-05,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N1,history_only,21101,400,0.15,HB,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N1,history_only,21101,400,0.15,HPBnoise,HPB,0.0006799426446132776,-0.0008568300796047499,0.002344711633918195,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,history_only,21101,400,0.15,HPP,HPB,-0.0009991261818837447,-0.001922098005546042,-1.6632472631119184e-05,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21101,400,0.15,H,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,7.711284865235938e-18
N3,strong_history_null,21101,400,0.15,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21101,400,0.15,H,Hdup,0.0012788384508808717,-0.0017022273465997285,0.003919175420186205,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21101,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21101,400,0.15,Hdup,HP,-0.0012788384508808717,-0.003919175420186206,0.0017022273465997267,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21101,400,0.15,H,HP,0.029764825052118766,0.023774491168066486,0.03576687527889658,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.04548170306329319
N3,strong_history_increment,21101,400,0.15,H,Hnoise,-0.0037510363793942492,-0.00559725066460628,-0.0020556252633874106,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21101,400,0.15,H,Hdup,0.0004016803367695119,-0.003064492607534688,0.003500018823602806,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21101,400,0.15,Hnoise,HP,0.033515861431513014,0.027101772599282665,0.03961700633604065,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21101,400,0.15,Hdup,HP,0.029363144715349256,0.022680210183420046,0.035767403343142344,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21101,400,0.15,H,HP,0.0005172624879762772,-0.0036185406847877234,0.003645128764317279,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,7.711284865235938e-18
N3,history_copy,21101,400,0.15,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21101,400,0.15,H,Hdup,0.0012788384508808717,-0.0017022273465997285,0.003919175420186205,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21101,400,0.15,Hnoise,HP,0.0005172624879762772,-0.0036185406847877234,0.003645128764317279,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21101,400,0.15,Hdup,HP,-0.0007615759629045945,-0.002244989839155629,0.0003549372588704402,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21101,400,0.15,H,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N3,near_deterministic,21101,400,0.15,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21101,400,0.15,H,Hdup,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21101,400,0.15,Hnoise,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21101,400,0.15,Hdup,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,trial_key,21102,64,0.2,HP,HPB,0.08598019814441814,0.07536420362346322,0.0972800499724392,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.1114865064659016
N1,trial_key,21102,64,0.2,HB,HPB,0.08663973828101447,0.07587289007696502,0.0973299502995074,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.127586003159009
N1,trial_key,21102,64,0.2,HPBnoise,HPB,0.08598019814441814,0.07536420362346322,0.0972800499724392,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,trial_key,21102,64,0.2,HPP,HPB,0.08598019814441814,0.07536420362346322,0.0972800499724392,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,group_key,21102,64,0.2,HP,HPB,0.10308146735746038,0.0858168156394325,0.12030157608409288,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.11150046065622433
N1,group_key,21102,64,0.2,HB,HPB,0.10399241471293046,0.09101642638332268,0.11507188571319896,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.12922531041170734
N1,group_key,21102,64,0.2,HPBnoise,HPB,0.10508286679131701,0.09155414703412432,0.11661523528228274,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,group_key,21102,64,0.2,HPP,HPB,0.12070621387280354,0.09040007334375805,0.1504211560978331,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,additive_background,21102,64,0.2,HP,HPB,0.05747540887696231,0.04687600337779976,0.06879806549226233,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.09495823122571576
N1,additive_background,21102,64,0.2,HB,HPB,0.09596912940020312,0.08244081035982018,0.10874916709900125,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.1287561929003405
N1,additive_background,21102,64,0.2,HPBnoise,HPB,0.05747540887696231,0.04687600337779976,0.06879806549226233,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,additive_background,21102,64,0.2,HPP,HPB,0.05747540887696231,0.04687600337779976,0.06879806549226233,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,independent_background,21102,64,0.2,HP,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N1,independent_background,21102,64,0.2,HB,HPB,0.1358923637814391,0.11944616274125514,0.1513302159406667,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.1287561929003405
N1,independent_background,21102,64,0.2,HPBnoise,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,independent_background,21102,64,0.2,HPP,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,history_only,21102,64,0.2,HP,HPB,0.0005452947909689079,-0.001332077665143429,0.002015789952281902,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N1,history_only,21102,64,0.2,HB,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N1,history_only,21102,64,0.2,HPBnoise,HPB,0.0005452947909689079,-0.001332077665143429,0.002015789952281902,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,history_only,21102,64,0.2,HPP,HPB,0.0023583299973149036,-0.0009329063403717467,0.005720083885056491,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21102,64,0.2,H,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,8.306014530048408e-18
N3,strong_history_null,21102,64,0.2,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21102,64,0.2,H,Hdup,0.0029419140689909092,0.00103117246526688,0.004545161453727789,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21102,64,0.2,Hnoise,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21102,64,0.2,Hdup,HP,-0.0029419140689909092,-0.004545161453727789,-0.0010311724652668816,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21102,64,0.2,H,HP,0.04453810526107855,0.0378720674940135,0.05184604512410826,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.05506674662960971
N3,strong_history_increment,21102,64,0.2,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21102,64,0.2,H,Hdup,0.0022418188772299666,0.0011533986656977922,0.003816721113639811,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21102,64,0.2,Hnoise,HP,0.04453810526107855,0.0378720674940135,0.05184604512410826,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21102,64,0.2,Hdup,HP,0.04229628638384858,0.035476437258499825,0.04949421724391223,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21102,64,0.2,H,HP,0.0024656545305728104,0.0001306915420173109,0.004438113998794989,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,8.306014530048408e-18
N3,history_copy,21102,64,0.2,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21102,64,0.2,H,Hdup,0.0029419140689909092,0.00103117246526688,0.004545161453727789,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21102,64,0.2,Hnoise,HP,0.0024656545305728104,0.0001306915420173109,0.004438113998794989,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21102,64,0.2,Hdup,HP,-0.00047625953841809915,-0.0011137864168889971,0.00013322737726893338,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21102,64,0.2,H,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N3,near_deterministic,21102,64,0.2,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21102,64,0.2,H,Hdup,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21102,64,0.2,Hnoise,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21102,64,0.2,Hdup,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,trial_key,21102,400,0.2,HP,HPB,0.08770348545324262,0.07764834395478548,0.09823877262972522,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.1114865064659016
N1,trial_key,21102,400,0.2,HB,HPB,0.08830270987762169,0.07923408637733888,0.09877561306063352,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.127586003159009
N1,trial_key,21102,400,0.2,HPBnoise,HPB,0.08770348545324262,0.07764834395478548,0.09823877262972522,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,trial_key,21102,400,0.2,HPP,HPB,0.08770348545324262,0.07764834395478548,0.09823877262972522,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,group_key,21102,400,0.2,HP,HPB,0.10364493776417338,0.08657422918196683,0.1214375057846294,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.11150046065622433
N1,group_key,21102,400,0.2,HB,HPB,0.10473137783661612,0.09118889515610179,0.11627530153145192,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.12922531041170734
N1,group_key,21102,400,0.2,HPBnoise,HPB,0.10579844702955611,0.09230604965607851,0.11707999356943005,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,group_key,21102,400,0.2,HPP,HPB,0.12060653908995701,0.09150198696654793,0.1500361186710801,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,additive_background,21102,400,0.2,HP,HPB,0.05668530478724152,0.04562879358275518,0.06935633131235974,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.09495823122571576
N1,additive_background,21102,400,0.2,HB,HPB,0.0953912084218967,0.08128533964020532,0.10847239601995103,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.1287561929003405
N1,additive_background,21102,400,0.2,HPBnoise,HPB,0.05668530478724152,0.04562879358275518,0.06935633131235974,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,additive_background,21102,400,0.2,HPP,HPB,0.05668530478724152,0.04562879358275518,0.06935633131235974,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,independent_background,21102,400,0.2,HP,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N1,independent_background,21102,400,0.2,HB,HPB,0.13778762058614263,0.12215459279053117,0.15279529660907434,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.1287561929003405
N1,independent_background,21102,400,0.2,HPBnoise,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,independent_background,21102,400,0.2,HPP,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,history_only,21102,400,0.2,HP,HPB,0.00064345567795313,-0.0011081719384534274,0.0020203614332384894,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N1,history_only,21102,400,0.2,HB,HPB,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N1,history_only,21102,400,0.2,HPBnoise,HPB,0.00064345567795313,-0.0011081719384534274,0.0020203614332384894,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N1,history_only,21102,400,0.2,HPP,HPB,0.00064345567795313,-0.0011081719384534274,0.0020203614332384894,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21102,400,0.2,H,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,8.306014530048408e-18
N3,strong_history_null,21102,400,0.2,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21102,400,0.2,H,Hdup,0.002979301958963921,0.0010523398573239542,0.004623312584147208,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21102,400,0.2,Hnoise,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_null,21102,400,0.2,Hdup,HP,-0.002979301958963921,-0.004623312584147208,-0.001052339857323956,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21102,400,0.2,H,HP,0.04479371098437355,0.03714671790614212,0.05235839353673517,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.05506674662960971
N3,strong_history_increment,21102,400,0.2,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21102,400,0.2,H,Hdup,0.002241706163062578,0.0011298421365015141,0.003811875226627856,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21102,400,0.2,Hnoise,HP,0.04479371098437355,0.03714671790614212,0.05235839353673517,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,strong_history_increment,21102,400,0.2,Hdup,HP,0.042552004821310975,0.03491338045761676,0.05017516577251547,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21102,400,0.2,H,HP,0.002891148507735017,0.0006349425560399295,0.004747130450909081,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,8.306014530048408e-18
N3,history_copy,21102,400,0.2,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21102,400,0.2,H,Hdup,0.002979301958963921,0.0010523398573239542,0.004623312584147208,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21102,400,0.2,Hnoise,HP,0.002891148507735017,0.0006349425560399295,0.004747130450909081,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,history_copy,21102,400,0.2,Hdup,HP,-8.815345122890432e-05,-0.0005789929675461494,0.00034419901428463,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21102,400,0.2,H,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,0.0
N3,near_deterministic,21102,400,0.2,H,Hnoise,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21102,400,0.2,H,Hdup,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21102,400,0.2,Hnoise,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
N3,near_deterministic,21102,400,0.2,Hdup,HP,0.0,0.0,0.0,12,8642,bits_per_trial,fixed_predictions_identity_bootstrap,
